id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CYP4A11	5	0.023769	0.076738	0.898024	229	3	-0.25152	0.925	0.92498	0.999998	2500	0	-0.25152
CDKN1B	5	0.023918	0.077143	0.899055	230	4	-0.15381	0.84811	0.86111	0.999998	2269	1	-0.15381
MYH7_P2	5	0.024162	0.077741	0.900808	231	3	-0.13498	0.04471	0.12841	0.886813	400	2	-0.13498
CDC14A	5	0.024226	0.07793	0.900808	232	3	-0.2612	0.89705	0.89795	0.999998	2397	1	-0.2612
PPM1A	5	0.024618	0.078909	0.908166	233	4	-0.35281	0.54486	0.69213	0.999998	1656	1	-0.35281
ALPK2_ENST00000361673.3	5	0.024956	0.079755	0.908166	234	4	-0.10298	0.78505	0.82604	0.999998	2135	1	-0.10298
PDE7A	5	0.025182	0.080349	0.908166	235	4	-0.12439	0.31363	0.51457	0.999998	1169	1	-0.12439
GPX5	5	0.025691	0.081657	0.908166	236	4	-0.18071	0.67309	0.78002	0.999998	1951	1	-0.18071
KCNK9_ENST00000303015.1	5	0.025778	0.081877	0.908166	237	3	0.0	0.94842	0.9485	0.999998	2604	0	0.0
ENST00000520439.1	5	0.025778	0.081877	0.908166	238	3	0.0	0.94842	0.9485	0.999998	2603	0	0.0
PTPN9	5	0.026044	0.082573	0.908166	239	2	0.088629	0.26672	0.46637	0.999998	1054	3	0.088629
AGTR1	5	0.026052	0.082587	0.908166	240	3	-0.088504	0.9569	0.95722	0.999998	2637	0	-0.088504
CHIA	5	0.026258	0.083083	0.908166	241	4	-0.19208	0.95879	0.95908	0.999998	2643	0	-0.19208
FRK	5	0.026259	0.083087	0.908166	242	3	-0.22994	0.91199	0.91227	0.999998	2456	0	-0.22994
SULT1B1	5	0.02631	0.083213	0.908166	243	4	-0.12706	0.95767	0.95793	0.999998	2638	0	-0.12706
S100A2	5	0.026445	0.083555	0.908166	244	3	-0.27426	0.94934	0.94944	0.999998	2608	0	-0.27426
CEACAM1_P2	5	0.026545	0.083755	0.908166	245	3	-0.089454	0.54649	0.69348	0.999998	1662	2	-0.089454
FPGS	5	0.026708	0.084171	0.908166	246	3	-0.26113	0.79905	0.83302	0.999998	2160	1	-0.26113
PPP5C	5	0.026796	0.084401	0.908166	247	2	-0.050847	0.52319	0.67498	0.999998	1607	2	-0.050847
AURKB	5	0.0269	0.084674	0.908166	248	2	0.34403	0.015275	0.052968	0.588255	251	2	0.34403
ENST00000371835.4	5	0.027009	0.084975	0.908166	249	3	0.0	0.40867	0.58545	0.999998	1358	2	0.0
BRD4_ENST00000263377.2	5	0.027009	0.084975	0.908166	250	3	0.0	0.40867	0.58545	0.999998	1359	2	0.0
ADK_P1	5	0.027172	0.085405	0.908166	251	3	-0.16861	0.8118	0.83984	0.999998	2187	1	-0.16861
ASS1	5	0.027206	0.085492	0.908166	252	4	-0.12746	0.93077	0.93087	0.999998	2532	0	-0.12746
COX6A2	5	0.027257	0.085622	0.908166	253	3	-0.16947	0.94987	0.94995	0.999998	2611	0	-0.16947
CAMP	5	0.027548	0.086492	0.913976	254	3	-0.10903	0.023785	0.075682	0.689169	307	1	-0.10903
QPRT_P1	5	0.027905	0.08745	0.918399	255	4	-0.2098	0.83318	0.85174	0.999998	2231	1	-0.2098
DOK1	5	0.027976	0.087628	0.918399	256	3	-0.28779	0.39946	0.57838	0.999998	1334	2	-0.28779
FYN	5	0.02808	0.087884	0.918399	257	4	-0.2023	0.83143	0.85077	0.999998	2227	1	-0.2023
BUB1	5	0.028561	0.08917	0.928418	258	4	-0.71054	0.37737	0.56185	0.999998	1287	1	-0.71054
non-targeting_00013	1	0.028933	0.028908	0.691146	259	1	-0.4411	0.97107	0.97102	0.999998	2691	0	-0.4411
ITPKC	5	0.029088	0.0906	0.931373	260	4	-0.23338	0.98557	0.9858	0.999998	2754	0	-0.23338
PTPN1	5	0.029144	0.090757	0.931373	261	4	-0.14409	0.92245	0.92247	0.999998	2493	0	-0.14409
SERPINA1_P1	5	0.029176	0.090883	0.931373	262	4	-0.18905	0.67653	0.78119	0.999998	1959	1	-0.18905
RPS6KA4	5	0.029366	0.091341	0.931373	263	3	-0.17683	0.82552	0.84738	0.999998	2210	1	-0.17683
SLC12A3	5	0.029425	0.091446	0.931373	264	4	-0.19712	0.97632	0.97678	0.999998	2712	0	-0.19712
UGP2	5	0.029515	0.091656	0.931373	265	4	-0.29813	0.86996	0.87597	0.999998	2321	1	-0.29813
SHMT2	5	0.029854	0.09261	0.931373	266	4	-0.16337	0.65364	0.77307	0.999998	1921	1	-0.16337
ADC	5	0.029906	0.09274	0.931373	267	4	-0.21214	0.30649	0.50928	0.999998	1159	1	-0.21214
SCN4B	5	0.030392	0.093946	0.931373	268	4	-0.14415	0.21863	0.403	0.999998	906	1	-0.14415
WNK4	5	0.030541	0.09432	0.931373	269	3	-0.30806	0.54377	0.69126	0.999998	1654	2	-0.30806
MYH14	5	0.03055	0.09433	0.931373	270	2	0.039616	0.35415	0.54478	0.999998	1238	1	0.039616
CPO	5	0.03056	0.094351	0.931373	271	3	-0.14539	0.90566	0.90595	0.999998	2436	1	-0.14539
SLC25A29	5	0.030681	0.094645	0.931373	272	4	-0.32613	0.92935	0.92945	0.999998	2521	0	-0.32613
PPP1R3E_P2	5	0.030925	0.095327	0.931373	273	1	0.10368	0.44372	0.61225	0.999998	1430	2	0.10368
PKDCC	5	0.031196	0.09597	0.931373	274	4	-0.2621	0.96865	0.96916	0.999998	2684	0	-0.2621
MCFD2_P2	5	0.03162	0.096977	0.931373	275	2	0.083726	0.23159	0.41988	0.999998	945	3	0.083726
TYR	5	0.031674	0.097145	0.931373	276	4	-0.10979	0.89229	0.89378	0.999998	2379	1	-0.10979
PPP1R3E_P1	5	0.031737	0.09733	0.931373	277	4	-0.19462	0.9331	0.93309	0.999998	2541	0	-0.19462
GAD1	5	0.031985	0.09805	0.931373	278	3	-0.26154	0.50439	0.66003	0.999998	1568	1	-0.26154
ESRRG_ENST00000493748.1	5	0.032049	0.098187	0.931373	279	4	-0.086448	0.98862	0.98881	0.999998	2771	0	-0.086448
PRKACB_ENST00000370685.3	5	0.03208	0.098277	0.931373	280	3	-0.069249	0.82911	0.84952	0.999998	2221	1	-0.069249
TEK	5	0.032155	0.098477	0.931373	281	4	-0.20839	0.96498	0.9654	0.999998	2668	0	-0.20839
PPP1R16B	5	0.032423	0.099092	0.931373	282	2	0.091713	0.22935	0.41699	0.999998	940	3	0.091713
PPP1R12B	5	0.032447	0.099148	0.931373	283	3	-0.19079	0.43459	0.60512	0.999998	1405	2	-0.19079
AVPR2	5	0.032542	0.099347	0.931373	284	2	-0.051178	0.82169	0.84529	0.999998	2207	1	-0.051178
non-targeting_00056	1	0.032775	0.032869	0.719383	285	1	-0.50794	0.96723	0.96727	0.999998	2677	0	-0.50794
ENO3_P2	5	0.032785	0.099879	0.931373	286	3	-0.21868	0.62176	0.75518	0.999998	1863	1	-0.21868
CUBN	5	0.032797	0.099914	0.931373	287	2	0.12413	0.04582	0.13093	0.894871	405	3	0.12413
SCMH1_ENST00000402904.2	5	0.033554	0.10186	0.931373	288	3	-0.1795	0.91061	0.9109	0.999998	2453	1	-0.1795
SRPK2_P2	5	0.03371	0.1023	0.931373	289	3	-0.14768	0.96773	0.96825	0.999998	2679	0	-0.14768
SFTPD	5	0.033769	0.10244	0.931373	290	4	-0.24651	0.847	0.86037	0.999998	2266	1	-0.24651
ADRBK1	5	0.033893	0.10275	0.931373	291	4	-0.15868	0.35874	0.54833	0.999998	1249	1	-0.15868
FPR1	5	0.034025	0.10304	0.931373	292	2	0.24015	0.36074	0.54984	0.999998	1253	2	0.24015
ADAM33	5	0.034509	0.10416	0.931373	293	3	-0.2374	0.98205	0.98242	0.999998	2734	0	-0.2374
BMX	5	0.034676	0.10458	0.931373	294	4	-0.087723	0.71646	0.79599	0.999998	2024	1	-0.087723
BCAT2	5	0.034816	0.10494	0.931373	295	3	-0.21115	0.826	0.84763	0.999998	2212	1	-0.21115
ODC1	5	0.03486	0.10502	0.931373	296	3	-0.26476	0.95558	0.95579	0.999998	2632	0	-0.26476
GBA_P1	5	0.035024	0.10541	0.931373	297	4	-0.20349	0.77638	0.82175	0.999998	2120	1	-0.20349
GNRHR	5	0.03504	0.10544	0.931373	298	2	0.040721	0.44963	0.61695	0.999998	1438	2	0.040721
KCNA1	5	0.035056	0.10548	0.931373	299	4	-0.28143	0.90349	0.90378	0.999998	2425	1	-0.28143
PDE1B_P1	5	0.035213	0.10593	0.931373	300	3	-0.22783	0.26451	0.46335	0.999998	1046	2	-0.22783
MMAA	5	0.035523	0.10673	0.931373	301	3	-0.24278	0.19917	0.37661	0.999998	851	2	-0.24278
SUCLA2	5	0.035568	0.10683	0.931373	302	4	-0.12194	0.96846	0.96894	0.999998	2682	0	-0.12194
SOAT2	5	0.035786	0.10729	0.931373	303	2	-0.0019084	0.60688	0.74284	0.999998	1820	2	-0.0019084
FLT3LG	5	0.03589	0.10757	0.931373	304	4	-0.22075	0.61643	0.7508	0.999998	1848	1	-0.22075
TRAF3IP3_P1	5	0.03624	0.10838	0.931373	305	3	-0.11263	0.84294	0.85786	0.999998	2258	1	-0.11263
PRKAR1A	5	0.036475	0.10892	0.931373	306	4	-0.16935	0.7953	0.83108	0.999998	2154	1	-0.16935
NEK11	5	0.03677	0.10969	0.931373	307	4	-0.19322	0.78006	0.8236	0.999998	2125	1	-0.19322
CA7	5	0.037101	0.11053	0.931373	308	3	-0.19507	0.80128	0.83421	0.999998	2164	1	-0.19507
KCNC4	5	0.037375	0.1112	0.931373	309	3	-0.16901	0.1491	0.30719	0.999998	695	1	-0.16901
PNP	5	0.037402	0.11127	0.931373	310	2	-0.024703	0.69106	0.78637	0.999998	1983	1	-0.024703
GLRA2	5	0.037421	0.11132	0.931373	311	4	-0.18732	0.3358	0.53077	0.999998	1207	1	-0.18732
PARP15	5	0.037651	0.11187	0.931373	312	3	-0.19793	0.86746	0.87416	0.999998	2316	1	-0.19793
TACR1	5	0.037743	0.11207	0.931373	313	4	-0.27498	0.73235	0.80229	0.999998	2043	1	-0.27498
DDX39B	5	0.038023	0.11277	0.931373	314	4	-1.1817	0.98914	0.98934	0.999998	2772	0	-1.1817
LATS1	5	0.03806	0.11286	0.931373	315	3	-0.18538	0.56298	0.7066	0.999998	1698	2	-0.18538
PTGIR	5	0.038557	0.11423	0.931373	316	3	-0.077306	0.87579	0.88031	0.999998	2342	1	-0.077306
ACE2	5	0.038643	0.11447	0.931373	317	4	-0.13681	0.90779	0.90806	0.999998	2439	1	-0.13681
PPP2R3B	5	0.038745	0.11473	0.931373	318	4	-0.14031	0.16751	0.33336	0.999998	752	1	-0.14031
GABRP	5	0.038768	0.11476	0.931373	319	1	0.1764	0.12815	0.27723	0.999998	640	3	0.1764
MMP3	5	0.038814	0.11489	0.931373	320	4	-0.12432	0.95888	0.95918	0.999998	2644	0	-0.12432
SBF2	5	0.03914	0.1157	0.931373	321	1	0.0084605	0.022276	0.071721	0.665947	301	2	0.0084605
DAPK1	5	0.039188	0.11583	0.931373	322	3	-0.13854	0.84416	0.85867	0.999998	2261	1	-0.13854
GSTT2	5	0.039661	0.11697	0.931373	323	3	-0.20642	0.94916	0.94925	0.999998	2607	0	-0.20642
GABRA5	5	0.040256	0.11831	0.931373	324	1	0.3018	0.020766	0.067725	0.654597	289	3	0.3018
MAP3K15	5	0.040828	0.11965	0.931373	325	4	-0.19883	0.95119	0.95124	0.999998	2617	0	-0.19883
MAST3	5	0.041	0.12007	0.931373	326	2	-0.01265	0.22788	0.41501	0.999998	935	2	-0.01265
TFF2	5	0.041112	0.12034	0.931373	327	4	-0.1368	0.62087	0.75446	0.999998	1859	1	-0.1368
KCNMB2_P2	5	0.041183	0.12053	0.931373	328	4	-0.13915	0.8458	0.85964	0.999998	2264	1	-0.13915
CTDSP1	5	0.041218	0.12063	0.931373	329	4	-0.15862	0.6096	0.74503	0.999998	1828	1	-0.15862
ACTA1_P2	5	0.041371	0.12105	0.931373	330	2	0.057154	0.61042	0.74574	0.999998	1831	2	0.057154
RDH12	5	0.041425	0.12116	0.931373	331	3	-0.15219	0.88397	0.88662	0.999998	2361	1	-0.15219
CDK9	5	0.041743	0.12206	0.931373	332	2	-0.042225	0.34598	0.53849	0.999998	1227	1	-0.042225
SLC6A1	5	0.042113	0.12287	0.931373	333	3	-0.17867	0.3989	0.57796	0.999998	1331	1	-0.17867
PPM1D	5	0.042114	0.12288	0.931373	334	2	0.52677	0.011547	0.042843	0.516305	232	3	0.52677
GSTA5	4	0.042493	0.11245	0.931373	335	3	-0.18413	0.80245	0.80923	0.999998	2166	1	-0.18413
AZGP1	5	0.042513	0.12381	0.931373	336	4	-0.17467	0.8214	0.84508	0.999998	2205	1	-0.17467
CARTPT	5	0.042856	0.1246	0.931373	337	1	0.14142	0.1398	0.29391	0.999998	674	3	0.14142
MAPK8IP3	5	0.042966	0.12489	0.931373	338	4	-0.17492	0.94389	0.944	0.999998	2582	0	-0.17492
MBL2	5	0.043227	0.12552	0.931373	339	2	0.046832	0.83564	0.85326	0.999998	2239	1	0.046832
ITK	5	0.043501	0.12617	0.931373	340	3	-0.12432	0.48417	0.64407	0.999998	1521	2	-0.12432
HAO1	5	0.043515	0.12622	0.931373	341	3	-0.21839	0.98498	0.98521	0.999998	2752	0	-0.21839
TPTE2_ENST00000382977.4	5	0.043589	0.12641	0.931373	342	3	-0.085596	0.41183	0.58791	0.999998	1366	1	-0.085596
SPTLC3	5	0.043766	0.12685	0.931373	343	4	-0.16261	0.93802	0.93818	0.999998	2562	0	-0.16261
SLC1A6	5	0.043798	0.12692	0.931373	344	4	-0.13674	0.91314	0.91337	0.999998	2461	0	-0.13674
SLC6A5	5	0.043939	0.12721	0.931373	345	3	-0.19395	0.87272	0.87795	0.999998	2332	1	-0.19395
ACVR2A	5	0.044021	0.12744	0.931373	346	4	-0.16743	0.94881	0.94889	0.999998	2605	0	-0.16743
STK4_P2	5	0.044467	0.12847	0.931373	347	4	-0.16933	0.97241	0.9729	0.999998	2698	0	-0.16933
IGFBP7	5	0.044619	0.12882	0.931373	348	4	-0.1175	0.88608	0.88838	0.999998	2367	1	-0.1175
STK11_P1	5	0.044694	0.12902	0.931373	349	4	-0.14008	0.36864	0.55564	0.999998	1266	1	-0.14008
PPM1L	5	0.04471	0.12905	0.931373	350	2	0.0085969	0.92019	0.92037	0.999998	2488	0	0.0085969
NR1H4	5	0.044829	0.12935	0.931373	351	4	-0.18248	0.55901	0.70331	0.999998	1686	1	-0.18248
MS4A2	5	0.044996	0.12975	0.931373	352	4	-0.17879	0.43702	0.60701	0.999998	1419	1	-0.17879
CA8	5	0.045186	0.13016	0.931373	353	3	-0.22092	0.98725	0.98746	0.999998	2762	0	-0.22092
HLA-DQB1_P2	5	0.045494	0.13091	0.931373	354	3	-0.24161	0.23882	0.42944	0.999998	968	2	-0.24161
CKMT1A_ENST00000413453.2	5	0.045545	0.13102	0.931373	355	4	-0.17358	0.51028	0.66473	0.999998	1582	1	-0.17358
CKS2	5	0.04562	0.13118	0.931373	356	3	-0.13088	0.96547	0.96589	0.999998	2671	0	-0.13088
GMDS	5	0.046061	0.1321	0.931373	357	4	-0.2139	0.95874	0.95902	0.999998	2642	0	-0.2139
AADAT	5	0.046066	0.13211	0.931373	358	2	-0.053265	0.60843	0.74411	0.999998	1825	2	-0.053265
ADH1B	5	0.046165	0.13238	0.931373	359	3	-0.12349	0.45569	0.62189	0.999998	1453	2	-0.12349
CXCR1	5	0.04619	0.13243	0.931373	360	3	-0.080189	0.48706	0.64644	0.999998	1529	2	-0.080189
KCNH6	5	0.046332	0.13279	0.931373	361	4	-0.16177	0.75057	0.81003	0.999998	2075	1	-0.16177
TAOK3_P2	5	0.046477	0.13314	0.931373	362	3	-0.15519	0.62545	0.75823	0.999998	1875	1	-0.15519
RAF1	5	0.046564	0.13336	0.931373	363	4	-0.31253	0.98845	0.98867	0.999998	2769	0	-0.31253
SLC25A18	5	0.046581	0.13339	0.931373	364	3	-0.13468	0.49378	0.65174	0.999998	1547	1	-0.13468
KCNN1	5	0.046633	0.13355	0.931373	365	3	-0.26092	0.25939	0.45684	0.999998	1025	2	-0.26092
RIPK3	5	0.046685	0.13366	0.931373	366	3	-0.18659	0.78696	0.82693	0.999998	2140	1	-0.18659
AK8	5	0.047055	0.1345	0.931373	367	3	-0.12207	0.24176	0.43361	0.999998	976	2	-0.12207
MAP3K1	5	0.047147	0.1347	0.931373	368	4	-0.098525	0.93397	0.93398	0.999998	2544	0	-0.098525
non-targeting_00166	1	0.047529	0.047692	0.811618	369	1	-0.48184	0.95247	0.9526	0.999998	2623	0	-0.48184
TGM2	5	0.047577	0.13572	0.931373	370	4	-0.21566	0.71575	0.79566	0.999998	2022	1	-0.21566
MTMR8	5	0.047688	0.136	0.931373	371	2	0.031521	0.22711	0.414	0.999998	931	2	0.031521
INS	5	0.047892	0.13647	0.931373	372	4	-0.15374	0.26781	0.46772	0.999998	1060	1	-0.15374
B4GALT1	5	0.047961	0.13661	0.931373	373	3	-0.095539	0.73208	0.80216	0.999998	2042	1	-0.095539
MMP1	5	0.048039	0.13676	0.931373	374	2	0.0741	0.19073	0.36515	0.999998	823	3	0.0741
RDH8	5	0.048052	0.13679	0.931373	375	4	-0.28727	0.96249	0.96297	0.999998	2660	0	-0.28727
GNAT1_P1	5	0.048169	0.13705	0.931373	376	4	-0.18962	0.9861	0.9863	0.999998	2758	0	-0.18962
CLCNKA_P2	5	0.048408	0.13764	0.931373	377	1	0.0027443	0.18355	0.3556	0.999998	808	2	0.0027443
PTPN7	5	0.048639	0.13828	0.931373	378	3	-0.16882	0.28677	0.49203	0.999998	1118	2	-0.16882
HPX	5	0.048726	0.13849	0.931373	379	4	-0.14532	0.98133	0.98172	0.999998	2729	0	-0.14532
PIP4K2B	5	0.048777	0.13864	0.931373	380	3	-0.1358	0.1092	0.24957	0.999998	591	2	-0.1358
SCGB1A1	5	0.048783	0.13865	0.931373	381	4	-0.12014	0.5469	0.69379	0.999998	1664	1	-0.12014
TST	5	0.049067	0.13936	0.931373	382	4	-0.27065	0.69061	0.78624	0.999998	1981	1	-0.27065
PANK1_P2	5	0.049126	0.13949	0.931373	383	4	-0.15075	0.65724	0.77435	0.999998	1926	1	-0.15075
BEGAIN_P2	5	0.049228	0.13969	0.931373	384	3	-0.13179	0.078306	0.20338	0.999998	519	2	-0.13179
PYCR1	5	0.049242	0.13973	0.931373	385	2	0.011452	0.44209	0.61093	0.999998	1427	1	0.011452
CPB1	5	0.049336	0.14	0.931373	386	3	-0.16531	0.8686	0.87496	0.999998	2318	1	-0.16531
PHKG2	5	0.049887	0.14121	0.931373	387	3	-0.11695	0.46506	0.62901	0.999998	1476	2	-0.11695
CAMK1G_P2	5	0.049931	0.1413	0.931373	388	4	-0.2231	0.8854	0.88782	0.999998	2364	1	-0.2231
NR1I3	5	0.049933	0.1413	0.931373	389	4	-0.16679	0.76779	0.81786	0.999998	2100	1	-0.16679
SPIRE2	5	0.049985	0.14141	0.931373	390	3	-0.28131	0.28501	0.48981	0.999998	1113	1	-0.28131
MYL6B	5	0.050136	0.14174	0.931373	391	4	-0.13605	0.97273	0.97323	0.999998	2699	0	-0.13605
GRIK2	5	0.050148	0.14178	0.931373	392	3	-0.18473	0.5701	0.71274	0.999998	1714	2	-0.18473
GLA	5	0.050299	0.14218	0.931373	393	4	-0.16366	0.97638	0.97682	0.999998	2713	0	-0.16366
PTPRE_ENST00000419012.2	5	0.050311	0.1422	0.931373	394	3	-0.18323	0.89536	0.89637	0.999998	2387	1	-0.18323
ABAT_P2	5	0.050381	0.14233	0.931373	395	4	-0.11703	0.68241	0.78324	0.999998	1968	1	-0.11703
PDK2	5	0.050545	0.14273	0.931373	396	4	-0.12605	0.74185	0.80639	0.999998	2059	1	-0.12605
TK1	5	0.05075	0.14322	0.931373	397	4	-0.13457	0.17774	0.3476	0.999998	781	1	-0.13457
CPS1	5	0.05099	0.14387	0.931373	398	3	-0.10647	0.96407	0.96448	0.999998	2664	0	-0.10647
REG1A	5	0.051037	0.14399	0.931373	399	4	-0.089954	0.77335	0.82032	0.999998	2112	1	-0.089954
ASGR2	5	0.051285	0.14457	0.931373	400	4	-0.082125	0.5949	0.73302	0.999998	1786	1	-0.082125
CHRNA9	5	0.051407	0.14486	0.931373	401	3	-0.21742	0.39915	0.57816	0.999998	1332	2	-0.21742
non-targeting_00226	1	0.051602	0.051888	0.844515	402	1	-0.33963	0.9484	0.94851	0.999998	2602	0	-0.33963
SERPIND1	5	0.051938	0.14606	0.931373	403	2	0.0082984	0.26541	0.46461	0.999998	1047	1	0.0082984
SLC29A1_P1	5	0.052095	0.14644	0.931373	404	4	-0.35723	0.5011	0.65742	0.999998	1561	1	-0.35723
PTPRG	5	0.052158	0.14655	0.931373	405	4	-0.13498	0.90164	0.90214	0.999998	2417	1	-0.13498
DAPP1	5	0.052221	0.14672	0.931373	406	2	-0.013666	0.63368	0.7654	0.999998	1896	2	-0.013666
PPP1R14A	5	0.052326	0.1469	0.931373	407	4	-0.12937	0.9837	0.984	0.999998	2746	0	-0.12937
LDHAL6A	5	0.052662	0.14775	0.931373	408	4	-0.11121	0.85398	0.86495	0.999998	2282	1	-0.11121
MTMR4_P2	5	0.052796	0.148	0.931373	409	3	-0.23375	0.80742	0.83754	0.999998	2178	1	-0.23375
C1R	5	0.053168	0.14879	0.931373	410	4	-0.1851	0.98523	0.98544	0.999998	2753	0	-0.1851
G6PC2	5	0.054093	0.15086	0.931373	411	3	-0.15127	0.93163	0.93166	0.999998	2536	0	-0.15127
PIK3C2A_ENST00000265970.7	5	0.054149	0.15097	0.931373	412	4	-0.18367	0.94051	0.94067	0.999998	2574	0	-0.18367
TNIK	5	0.054302	0.15133	0.931373	413	3	-0.13129	0.68271	0.78338	0.999998	1969	1	-0.13129
APRT	5	0.054405	0.15156	0.931373	414	3	-0.14756	0.11235	0.25422	0.999998	601	1	-0.14756
SSTR1	5	0.054501	0.15178	0.931373	415	2	-0.065585	0.67715	0.7814	0.999998	1960	1	-0.065585
non-targeting_00194	1	0.054676	0.054814	0.857896	416	1	-0.35702	0.94532	0.94539	0.999998	2588	0	-0.35702
DHODH_P1	5	0.05472	0.15227	0.931373	417	3	-0.23201	0.40657	0.58378	0.999998	1351	2	-0.23201
CDK13	5	0.054777	0.15243	0.931373	418	3	-0.2092	0.9846	0.98484	0.999998	2750	0	-0.2092
ABL1_ENST00000372348.2	5	0.054885	0.15265	0.931373	419	3	-0.20129	0.80773	0.8377	0.999998	2179	1	-0.20129
AXL	5	0.054891	0.15266	0.931373	420	3	-0.15165	0.93305	0.93302	0.999998	2540	0	-0.15165
DPP4	5	0.055006	0.15295	0.931373	421	3	-0.18854	0.50387	0.65963	0.999998	1567	2	-0.18854
GNGT1	5	0.055229	0.15347	0.931373	422	4	-0.10481	0.91033	0.91056	0.999998	2451	1	-0.10481
CTSK	5	0.05535	0.15376	0.931373	423	3	-0.21217	0.89403	0.89523	0.999998	2384	1	-0.21217
F3_P1	5	0.055465	0.15404	0.931373	424	4	-0.19068	0.97967	0.98006	0.999998	2720	0	-0.19068
CLCNKA_P1	5	0.055577	0.15432	0.931373	425	4	-0.27544	0.9551	0.95531	0.999998	2629	0	-0.27544
NARS	5	0.055771	0.15475	0.931373	426	1	0.24424	0.035439	0.10565	0.8265	355	4	0.24424
DDAH2	5	0.056626	0.15674	0.931373	427	2	0.076854	0.22635	0.41309	0.999998	926	3	0.076854
PSAT1	5	0.056765	0.15707	0.931373	428	4	-0.13998	0.98577	0.986	0.999998	2755	0	-0.13998
NPC1L1	5	0.057432	0.15862	0.931373	429	4	-0.10282	0.092615	0.22516	0.999998	551	1	-0.10282
PIK3R3	5	0.057604	0.15905	0.931373	430	3	-0.069773	0.69613	0.78821	0.999998	1993	1	-0.069773
AKR1B1	5	0.057701	0.15926	0.931373	431	3	-0.12521	0.52104	0.6733	0.999998	1600	2	-0.12521
ENST00000423058.2	5	0.057745	0.15935	0.931373	432	4	0.0	0.90438	0.90467	0.999998	2428	1	0.0
SCN1A_ENST00000303395.4	5	0.057745	0.15935	0.931373	433	4	0.0	0.90438	0.90467	0.999998	2429	1	0.0
PLAUR	5	0.05788	0.15969	0.931373	434	4	-0.16639	0.66883	0.77853	0.999998	1940	1	-0.16639
GPR18	5	0.05797	0.15992	0.931373	435	4	-0.12719	0.75559	0.81226	0.999998	2081	1	-0.12719
HNF4G_P2	5	0.057973	0.15994	0.931373	436	3	-0.15832	0.97433	0.97477	0.999998	2705	0	-0.15832
NAGS_P2	5	0.058337	0.16079	0.931373	437	2	0.064547	0.23755	0.42786	0.999998	963	3	0.064547
MYLK_ENST00000475616.1	5	0.058511	0.16111	0.931373	438	4	-0.1253	0.90128	0.90174	0.999998	2414	1	-0.1253
PAK3	5	0.058783	0.16176	0.931373	439	2	0.036526	0.2444	0.43708	0.999998	984	2	0.036526
ASPA	5	0.058863	0.16195	0.931373	440	3	-0.17056	0.62339	0.75653	0.999998	1871	2	-0.17056
ITGA4	5	0.058982	0.1622	0.931373	441	3	-0.15403	0.9357	0.93573	0.999998	2551	0	-0.15403
RXRB	5	0.059278	0.16282	0.931373	442	2	0.95293	0.0026123	0.010892	0.197734	156	3	0.95293
PROZ	5	0.05928	0.16282	0.931373	443	3	-0.14203	0.90977	0.90997	0.999998	2447	1	-0.14203
MMP10	5	0.059374	0.16303	0.931373	444	4	-0.099816	0.93979	0.93999	0.999998	2568	0	-0.099816
UHMK1	5	0.059435	0.16318	0.931373	445	4	-0.12224	0.9729	0.97339	0.999998	2700	0	-0.12224
CNR1	5	0.059476	0.16327	0.931373	446	3	-0.33335	0.95628	0.95656	0.999998	2635	0	-0.33335
GK5	5	0.05952	0.16339	0.931373	447	3	-0.18861	0.48616	0.64567	0.999998	1527	1	-0.18861
CYSLTR2_ENST00000282018.3	5	0.05974	0.16392	0.931373	448	4	-0.12177	0.66771	0.77809	0.999998	1938	1	-0.12177
FSHR	5	0.060121	0.1648	0.931373	449	4	-0.22086	0.98398	0.98422	0.999998	2748	0	-0.22086
MGAT1_P1	5	0.060431	0.16542	0.931373	450	4	-0.11931	0.94766	0.94777	0.999998	2598	0	-0.11931
B2M_P2	5	0.060483	0.16553	0.931373	451	3	-0.17194	0.7412	0.80615	0.999998	2057	1	-0.17194
CGA_P1	5	0.060523	0.16563	0.931373	452	4	-0.14385	0.95022	0.95031	0.999998	2612	0	-0.14385
MYH7_P1	5	0.060665	0.16593	0.931373	453	3	-0.24079	0.39137	0.57221	0.999998	1319	2	-0.24079
ENST00000359680.5	5	0.060894	0.16642	0.931373	454	4	0.0	0.98315	0.98345	0.999998	2740	0	0.0
TRAPPC2_ENST00000358231.5	5	0.060894	0.16642	0.931373	455	4	0.0	0.98315	0.98345	0.999998	2741	0	0.0
ENST00000380579.1	5	0.060894	0.16642	0.931373	456	4	0.0	0.98315	0.98345	0.999998	2739	0	0.0
DOLPP1	5	0.060973	0.16657	0.931373	457	2	-0.001361	0.56817	0.71101	0.999998	1711	2	-0.001361
SYN1	5	0.061073	0.16679	0.931373	458	3	-0.10886	0.60999	0.7454	0.999998	1830	2	-0.10886
EPOR_P1	5	0.06122	0.16717	0.931373	459	4	-0.18301	0.96134	0.96171	0.999998	2656	0	-0.18301
SNRPA	5	0.061263	0.16725	0.931373	460	2	0.10193	0.015416	0.053377	0.590482	253	2	0.10193
PKLR	5	0.06136	0.16748	0.931373	461	4	-0.11279	0.93493	0.93498	0.999998	2547	0	-0.11279
